numAttachments,sizeAttachments,numLinks,numLinksClickHere,numIpUrl,numLinksFileExt,htmlJavascript,numRecipients,htmlBody,numLinksNonMatching,numConcatenatedUrls,fromSenderSimilar,spanTime,numUniqueDomains,numShortenedUrls,bccExists,fromNameExists,fromNonEnglish,maxDots,numCc,noReply,subjectExists,subjectLength,senderExists,class
0,0,9,0,0,1,FALSE,1,TRUE,1,0,TRUE,501,3,0,FALSE,TRUE,FALSE,13,0,FALSE,TRUE,54,FALSE,phishing
0,0,0,0,0,0,FALSE,1,TRUE,0,0,FALSE,29,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,30,TRUE,non-phishing
0,0,0,0,0,1,FALSE,1,FALSE,0,0,FALSE,21,0,0,FALSE,FALSE,FALSE,0,0,FALSE,TRUE,65,TRUE,non-phishing
0,0,0,0,0,0,FALSE,0,FALSE,0,0,TRUE,0,0,0,FALSE,FALSE,TRUE,0,0,TRUE,FALSE,0,FALSE,non-phishing
0,0,0,0,0,1,FALSE,1,FALSE,0,0,FALSE,32410,0,0,FALSE,FALSE,FALSE,0,0,FALSE,TRUE,96,TRUE,non-phishing
0,0,0,0,0,0,FALSE,1,TRUE,0,0,FALSE,46,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,53,TRUE,non-phishing
0,0,42,0,0,1,FALSE,1,TRUE,0,0,TRUE,0,4,0,FALSE,TRUE,FALSE,3,0,FALSE,TRUE,31,FALSE,non-phishing
0,0,0,0,0,0,FALSE,1,TRUE,0,0,FALSE,0,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,34,TRUE,non-phishing
0,0,0,0,0,1,FALSE,1,FALSE,0,0,FALSE,58,0,0,FALSE,FALSE,FALSE,0,0,FALSE,TRUE,70,TRUE,non-phishing
0,0,0,0,0,0,FALSE,1,TRUE,0,0,FALSE,43629,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,52,TRUE,non-phishing
0,0,0,0,0,0,FALSE,1,TRUE,0,0,FALSE,99,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,51,TRUE,non-phishing
0,0,26,2,0,10,FALSE,1,TRUE,0,0,TRUE,93,2,0,FALSE,TRUE,FALSE,9,0,FALSE,TRUE,20,FALSE,non-phishing
0,0,0,0,0,0,FALSE,2,FALSE,0,0,TRUE,0,0,0,FALSE,TRUE,FALSE,0,1,FALSE,TRUE,85,FALSE,non-phishing
0,0,0,0,0,0,FALSE,1,FALSE,0,0,TRUE,29,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,19,FALSE,non-phishing
0,0,0,0,0,0,FALSE,2,FALSE,0,0,TRUE,139,0,0,FALSE,TRUE,FALSE,0,1,FALSE,TRUE,26,FALSE,non-phishing
0,0,0,0,0,0,FALSE,1,TRUE,0,0,FALSE,37157,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,55,TRUE,non-phishing
0,0,0,0,0,0,FALSE,1,TRUE,0,0,FALSE,0,0,0,FALSE,TRUE,FALSE,0,0,FALSE,TRUE,30,TRUE,non-phishing
