numAttachments,sizeAttachments,numLinks,numLinksClickHere,numIpUrl,numLinksFileExt,htmlJavascript,numRecipients,htmlBody,numLinksNonMatching,numConcatenatedUrls,fromSenderSimilar,spanTime,numUniqueDomains,numShortenedUrls,bccExists,fromNameExists,fromNonEnglish,maxDots,numCc,noReply,subjectExists,subjectLength,senderExists,classification
0,0,1,0,0,0,0,1,1,0,0,1,3356,1,1,0,1,0,5,0,0,1,97,0,1
0,0,1,0,0,0,0,1,1,0,0,1,345304,1,0,0,1,0,6,0,0,1,38,0,1
0,0,1,0,0,0,0,1,1,1,0,1,3593,1,1,0,1,0,5,0,0,1,67,0,1
0,0,8,0,4,1,0,1,1,2,0,1,0,3,0,0,1,0,3,0,0,1,17,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3593,1,1,0,1,0,5,0,0,1,48,0,1
0,0,1,0,0,0,0,1,1,0,0,0,3533,1,0,0,1,0,4,0,0,1,97,1,1
0,0,1,0,0,0,0,1,1,0,0,1,3585,1,0,0,1,0,4,0,0,1,46,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3519,1,0,0,1,0,4,0,0,1,84,0,1
0,0,1,0,0,0,0,1,1,0,0,1,8279,1,1,0,1,0,5,0,0,1,91,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3595,1,1,0,1,0,5,0,0,1,52,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3592,1,1,0,1,0,5,0,0,1,36,0,1
0,0,1,0,0,0,0,1,1,0,0,0,3056,1,1,0,1,0,5,0,0,1,58,1,1
0,0,1,0,0,0,0,1,1,0,0,1,3415,1,0,0,1,0,4,0,0,1,44,0,1
0,0,1,1,1,0,0,1,1,0,0,1,2556,1,0,0,1,0,5,0,0,1,31,0,1
0,0,3,0,0,1,0,1,1,1,0,1,2,2,0,0,1,0,3,0,0,1,15,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3599,1,1,0,1,0,5,0,0,1,35,0,1
0,0,4,0,0,1,0,1,1,1,0,1,13,2,0,0,1,0,5,0,0,1,60,0,1
0,0,1,0,0,0,0,1,1,1,0,1,13,1,0,0,1,0,6,0,0,1,53,0,1
0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,2,0,0,1,40,0,1
0,0,1,0,0,0,0,1,1,1,0,1,3584,1,1,0,1,0,5,0,0,1,62,0,1
0,0,3,0,0,1,0,1,1,1,0,1,3,2,0,0,1,0,2,0,0,1,15,0,1
0,0,14,0,4,8,0,1,1,2,4,1,127,8,0,0,1,0,14,0,0,1,47,0,1
0,0,2,0,0,0,0,1,1,1,0,1,116,2,0,0,1,1,6,0,0,1,31,0,1
0,0,4,0,1,2,0,2,1,0,0,1,7328,4,0,0,1,0,6,1,0,1,57,0,1
0,0,16,0,0,0,0,1,1,3,0,1,1593,2,0,0,1,0,4,0,0,1,53,0,1
0,0,4,0,1,2,0,1,1,0,0,1,6967,4,0,0,1,0,6,0,0,1,57,0,1
0,0,1,0,1,0,0,1,1,1,0,1,297,1,0,0,1,0,4,0,0,1,48,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3598,1,0,0,1,0,5,0,0,1,25,0,1
0,0,1,1,1,0,0,1,0,0,0,1,4030,1,0,0,1,0,3,0,0,1,64,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3177,1,0,0,1,0,5,0,0,1,75,0,1
0,0,1,0,0,0,0,1,1,1,0,1,3571,1,0,0,1,0,5,0,0,1,82,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3303,1,1,0,1,0,5,0,0,1,75,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3598,1,1,0,1,0,5,0,0,1,76,0,1
0,0,1,0,0,1,0,1,1,1,0,1,107,1,0,0,1,0,3,0,0,1,46,0,1
0,0,8,0,1,3,0,1,1,1,0,1,3116,5,0,0,1,0,6,0,0,1,91,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3531,1,0,0,1,0,5,0,0,1,72,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3591,1,0,0,1,0,5,0,0,1,43,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3544,1,1,0,1,0,5,0,0,1,76,0,1
0,0,1,0,0,0,0,1,1,1,0,1,3602,1,0,0,1,0,6,0,0,1,55,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3589,1,0,0,1,0,6,0,0,1,83,0,1
0,0,16,0,0,0,0,1,1,3,0,1,1706,2,0,0,1,0,4,0,0,1,53,0,1
0,0,1,0,0,0,0,1,1,1,0,1,651,1,0,0,1,0,8,0,0,1,42,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3179,1,0,0,1,0,6,0,0,1,92,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3114,1,1,0,1,0,5,0,0,1,92,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3565,1,0,0,1,0,5,0,0,1,88,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3181,1,1,0,1,0,5,0,0,1,74,0,1
1,12322,0,0,0,0,0,1,0,0,0,1,28790,0,0,0,1,0,0,0,0,1,25,0,1
1,12322,0,0,0,0,0,1,0,0,0,1,3595,0,0,0,1,0,0,0,0,1,34,0,1
0,0,0,0,0,0,0,1,0,0,0,1,82777,0,0,0,1,0,0,0,0,1,25,0,1
0,0,2,0,2,1,0,1,1,1,0,1,147,1,0,0,1,0,5,0,0,1,39,0,1
0,0,2,1,0,0,0,1,1,0,0,1,609,1,0,0,1,0,3,0,0,1,19,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3602,1,0,0,1,0,6,0,0,1,89,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3601,1,0,0,1,0,6,0,0,1,72,0,1
0,0,2,1,0,0,0,1,1,0,0,1,638,1,0,0,1,0,4,0,0,1,19,0,1
0,0,1,0,0,0,0,1,1,0,0,1,206,1,0,0,1,0,10,0,0,1,38,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3473,1,0,0,1,0,5,0,0,1,35,0,1
0,0,11,0,0,1,0,1,1,4,0,1,643,2,0,0,1,0,3,0,0,1,40,0,1
0,0,1,0,0,0,0,1,1,0,0,1,228,1,0,0,1,0,10,0,0,1,38,0,1
0,0,1,0,0,0,0,1,1,0,0,1,65758,1,0,0,1,0,5,0,0,1,49,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3366,1,1,0,1,0,5,0,0,1,85,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3592,1,0,0,1,0,5,0,0,1,76,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3593,1,0,0,1,0,5,0,0,1,97,0,1
0,0,1,0,0,0,0,1,1,1,0,1,3600,1,0,0,1,0,6,0,0,1,79,0,1
0,0,1,0,0,0,0,1,1,1,0,1,3121,1,0,0,1,0,6,0,0,1,54,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3291,1,0,0,1,0,5,0,0,1,100,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3348,1,0,0,1,0,5,0,0,1,60,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3,1,0,0,1,0,7,0,0,1,63,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3614,1,0,0,1,0,5,0,0,1,59,0,1
0,0,1,0,0,0,0,1,1,1,0,1,3599,1,1,0,1,0,6,0,0,1,75,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3599,1,1,0,1,0,5,0,0,1,73,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3597,1,0,0,1,0,5,0,0,1,93,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3598,1,0,0,1,0,6,0,0,1,61,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3058,1,0,0,1,0,5,0,0,1,82,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3602,1,0,0,1,0,5,0,0,1,51,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3535,1,1,0,1,0,5,0,0,1,60,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3464,1,1,0,1,0,5,0,0,1,87,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3278,1,0,0,1,0,5,0,0,1,64,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3587,1,0,0,1,0,6,0,0,1,65,0,1
0,0,1,0,0,0,0,1,1,1,0,1,3599,1,0,0,1,0,6,0,0,1,65,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3117,1,1,0,1,0,5,0,0,1,80,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3597,1,1,0,1,0,5,0,0,1,41,0,1
0,0,0,0,0,0,0,1,1,0,0,1,482,0,0,0,1,0,0,0,0,1,44,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3349,1,0,0,1,0,5,0,0,1,88,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3589,1,0,0,1,0,5,0,0,1,64,0,1
0,0,1,0,0,0,0,1,1,0,0,1,5,1,0,0,1,0,10,0,0,1,38,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3603,1,1,0,1,0,5,0,0,1,21,0,1
0,0,1,0,0,0,0,1,1,1,0,1,3596,1,1,0,1,0,5,0,0,1,54,0,1
0,0,1,0,0,0,0,1,1,0,0,1,11586,1,0,0,1,0,10,0,0,1,38,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3053,1,0,0,1,0,5,0,0,1,80,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3174,1,0,0,1,0,5,0,0,1,87,0,1
0,0,1,0,0,0,0,1,1,1,0,1,3243,1,0,0,1,0,6,0,0,1,77,0,1
0,0,2,0,0,0,0,1,1,0,0,1,265,2,0,0,1,0,4,0,0,1,26,0,1
0,0,2,0,2,1,0,1,1,1,0,1,865,1,0,0,1,0,4,0,0,1,47,0,1
0,0,1,0,0,0,0,1,1,0,0,1,5467,1,0,0,1,0,10,0,0,1,38,0,1
0,0,8,0,7,2,0,1,1,4,0,1,6,1,0,0,1,0,4,0,0,1,61,0,1
0,0,1,0,0,0,0,1,1,0,0,1,10649,1,0,0,1,0,10,0,0,1,38,0,1
0,0,8,0,7,2,0,1,1,4,0,1,156,1,0,0,1,0,4,0,0,1,61,0,1
0,0,1,0,0,0,0,1,1,1,0,1,3500,1,0,0,1,0,5,0,0,1,100,0,1
0,0,1,0,0,0,0,1,1,1,0,1,3548,1,0,0,1,0,5,0,0,1,100,0,1
0,0,2,0,1,0,0,1,0,0,0,1,11441,2,0,0,1,0,6,0,0,1,49,0,1
0,0,1,0,0,0,0,1,1,1,0,1,3540,1,1,0,1,0,5,0,0,1,29,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3598,1,1,0,1,0,5,0,0,1,77,0,1
0,0,2,0,0,0,0,1,1,1,0,1,233,1,0,0,1,0,3,0,0,1,21,0,1
0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,3,0,0,1,23,0,1
0,0,1,0,0,0,0,1,1,1,0,1,3598,1,0,0,1,0,6,0,0,1,58,0,1
0,0,12,0,0,1,0,1,1,4,0,1,4,2,0,0,1,0,3,0,0,1,40,0,1
0,0,1,0,0,0,0,1,1,1,0,1,3419,1,1,0,1,0,5,0,0,1,73,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3420,1,0,0,1,0,6,0,0,1,81,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3598,1,0,0,1,0,6,0,0,1,29,0,1
0,0,15,0,0,3,0,1,1,1,0,1,176,4,0,0,1,0,3,0,0,1,53,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3599,1,1,0,1,0,5,0,0,1,21,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3501,1,0,0,1,0,5,0,0,1,95,0,1
0,0,9,0,0,2,0,2,1,5,0,1,3017,3,0,0,1,0,3,0,0,1,42,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3479,1,1,0,1,0,5,0,0,1,73,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3608,1,1,0,1,0,5,0,0,1,71,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3235,1,0,0,1,0,5,0,0,1,69,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3597,1,0,0,1,0,5,0,0,1,41,0,1
0,0,7,2,3,5,0,1,1,1,0,1,2312,3,0,0,1,0,4,0,0,1,32,0,1
1,7515,0,0,1,0,0,1,1,0,0,1,37756,0,0,0,1,0,0,0,0,1,32,0,1
0,0,1,0,0,0,0,1,1,0,0,0,3235,1,0,0,1,0,5,0,0,1,63,1,1
0,0,1,0,0,0,0,1,1,0,0,1,82682,1,0,0,1,0,4,0,0,1,55,0,1
0,0,2,0,0,0,0,1,1,0,0,1,5,2,0,0,1,0,7,0,0,1,19,0,1
0,0,3,0,2,2,0,1,1,1,0,1,32024,2,0,0,1,0,6,0,0,1,39,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3107,1,0,0,1,0,5,0,0,1,82,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3597,1,0,0,1,0,4,0,0,1,61,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3347,1,0,0,1,0,5,0,0,1,90,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3124,1,0,0,1,0,5,0,0,1,36,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3593,1,0,0,1,0,5,0,0,1,46,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3592,1,0,0,1,0,5,0,0,1,63,0,1
0,0,2,0,1,0,0,1,1,0,0,1,3313,2,0,0,1,0,4,0,0,1,19,0,1
0,0,2,0,0,0,0,1,1,0,0,1,32386,2,1,0,1,0,2,0,0,1,33,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3595,1,0,0,1,0,4,0,0,1,54,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3594,1,0,0,1,0,4,0,0,1,72,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3598,1,0,0,1,0,4,0,0,1,53,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3483,1,0,0,1,0,4,0,0,1,23,0,1
0,0,6,0,0,2,0,1,1,0,1,1,1371,3,0,0,1,0,7,0,0,1,33,0,1
0,0,13,0,0,0,0,1,1,2,0,1,1207,2,0,0,1,0,4,0,0,1,53,0,1
0,0,9,0,0,2,0,1,1,5,0,1,4496,3,0,0,1,0,3,0,0,1,40,0,1
0,0,1,0,0,0,0,1,1,1,0,1,3592,1,0,0,1,0,5,0,0,1,32,0,1
0,0,2,0,0,0,0,1,1,0,0,1,14404,2,0,0,1,0,2,0,0,1,20,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3601,1,0,0,1,0,4,0,0,1,53,0,1
0,0,1,0,1,0,0,1,1,0,0,1,17915,1,0,0,1,0,5,0,0,1,38,0,1
0,0,1,0,0,0,0,1,1,1,0,1,3636,1,0,0,1,0,5,0,0,1,61,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3215,1,0,0,1,0,5,0,0,1,43,0,1
0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,6,0,0,1,42,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3604,1,0,0,1,0,5,0,0,1,67,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3499,1,0,0,1,0,5,0,0,1,55,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3568,1,0,0,1,0,5,0,0,1,55,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3539,1,0,0,1,0,4,0,0,1,60,0,1
0,0,7,0,2,0,0,1,1,1,0,1,178,2,0,0,1,0,4,0,0,1,36,0,1
0,0,7,0,2,0,0,1,1,1,0,1,166,2,0,0,1,0,4,0,0,1,36,0,1
0,0,2,0,0,0,0,1,1,0,0,1,25,2,0,0,1,0,6,0,0,1,19,0,1
0,0,4,0,0,1,0,1,1,1,0,1,228857,2,0,0,1,0,5,0,0,1,60,0,1
0,0,1,0,0,0,0,1,1,1,0,1,3540,1,0,0,1,0,5,0,0,1,105,0,1
0,0,1,1,1,1,0,1,1,0,0,1,157,1,0,0,1,0,4,0,0,1,28,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3058,1,0,0,1,0,4,0,0,1,65,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3582,1,0,0,1,0,5,0,0,1,16,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3566,1,0,0,1,0,4,0,0,1,97,0,1
0,0,1,0,0,0,0,1,1,0,0,0,3118,1,0,0,1,0,4,0,0,1,86,1,1
0,0,2,0,0,0,0,1,1,0,0,1,437,2,0,0,1,0,6,0,0,1,19,0,1
0,0,2,0,1,0,0,1,1,0,0,1,260,2,0,0,1,0,6,0,0,1,19,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3391,1,0,0,1,0,5,0,0,1,24,0,1
0,0,1,0,0,0,0,1,1,0,0,1,18232,1,0,0,1,0,7,0,0,1,31,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3592,1,0,0,1,0,4,0,0,1,16,0,1
0,0,1,0,0,0,0,1,1,1,0,1,3348,1,0,0,1,0,5,0,0,1,45,0,1
0,0,1,0,0,0,0,1,1,0,0,1,24,1,0,0,1,0,3,0,0,1,21,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3596,1,0,0,1,0,5,0,0,1,87,0,1
0,0,1,0,0,0,0,1,1,0,0,1,3588,1,0,0,1,0,5,0,0,1,13,0,1
